,ld_grd_s,ld_grd_i,lb_grd_s,lb_grd_i,lb_kme_sup,lb_kme_inf
0,48.74002526241826,-31.29944550727928,-27.261778452667667,36.837352835291526,34.08132635253047,12.246947082767928
1,42.20467188879187,-32.06343009703542,-22.232625731923264,37.430204331219365,33.95624526873574,11.365558194774291
2,44.701690937289264,-32.35212681563474,-25.900107570802838,37.68335162680863,33.31825987406981,11.662521294718967
3,46.91995800732346,-24.250745639158186,-27.40613555196132,31.02863926326978,33.232410856838804,12.106462035541133
4,47.75904628908361,-30.966660950435575,-21.508142775852768,41.996888878357254,33.155032371983545,12.105071315372369
5,43.12667123590634,-21.764105924398944,-23.955021397088014,28.52066039721093,32.728783199506,11.686596385542199
6,43.72815795364512,-24.565285251524315,-23.363626014949745,32.03769009261854,32.88926553672309,11.263281249999947
7,44.43817812519046,-27.05570476217125,-23.67672687593456,32.9321857043252,34.54502074688795,12.325690276110478
8,52.283037261414286,-26.05561169106604,-31.404534055922507,33.28126680571519,34.705459387483316,12.485501858736026
9,48.29214754744089,-33.2893836785118,-25.8077680318247,39.950229836058824,35.13294621026911,12.316537867078711
10,49.141475801544324,-33.344583569605184,-28.048143823638444,38.86724866611075,35.39117821196002,13.25110024449876
11,51.30126830366498,-29.935177519880714,-30.316046706463172,33.507182962333914,35.11767567567586,12.665641791044717
12,25.24553986051565,-45.273791303973944,-24.01922890803857,25.42255530812611,21.66189035916828,2.0350877192982537
13,26.55371827472628,-36.52544011432262,-25.566513709557157,20.533303331447776,21.655393409549433,2.8694677871148446
14,26.56986431642084,-34.52054020177008,-24.812773357809164,18.10310106214044,20.893841807909503,3.320431211498917
15,25.946696839312636,-43.642196998520305,-25.657650772521716,28.014325150313123,20.980513878469573,3.100317460317388
16,32.578778980334484,-39.333318604451044,-27.884364268624967,21.604164825556378,20.752739034395802,2.25424739195223
17,29.04477504271001,-50.732775968780395,-27.50462019902847,25.724917613850888,20.536096175691156,1.4813852813851316
