,ld_grd_s,ld_grd_i,lb_grd_s,lb_grd_i,lb_kme_sup,lb_kme_inf
0,38.389890358129875,-39.95923711582207,-44.03890316074254,22.599999759413635,26.78343621399175,7.351133222774958
1,36.321699004160095,-30.392526147507173,-42.338560469518185,14.885143438845404,26.731445603576752,7.175648702594888
2,32.236247004373595,-38.67845228634707,-34.44965204918488,21.106011919994955,26.344885679903737,7.1260723860587465
3,32.393212068482924,-35.92108495518461,-37.40687908869531,18.888692668191084,27.249370277078057,8.008775409023531
4,39.11063791806957,-35.08819331040524,-32.47086597961946,24.510655363949656,27.548271752085867,8.10112426035517
5,36.03166430626256,-46.09626255403346,-41.10564234146457,25.575493992493932,26.999044205495856,7.958498253783381
6,33.59443449524479,-44.384109569599836,-39.25299976560785,26.35118638640568,26.95546961325971,7.95497946611904
7,33.44705650228188,-40.838369178262944,-36.96997805734135,22.040347202509352,26.966089965397895,7.956587473002056
8,38.32435470149472,-38.735417516313454,-42.311204494292625,22.096933554180687,27.26286995515696,7.951269649334982
9,36.757995655921455,-41.88327578653078,-37.00959186347163,22.45311641941625,27.590165441176474,8.015208877284538
10,37.5855488123112,-35.18801227131616,-40.38945330916521,19.967254430014382,27.72523540489636,8.028041958041817
11,40.78920089950158,-36.23636561225321,-45.90516090470352,19.141775884418568,27.492226148409905,7.793666323378169
12,17.332260784286746,-55.765965345521224,-39.41375392342472,14.575988843889041,13.849638205499257,-2.9801333333331472
13,16.617195437462126,-58.009414501013126,-38.510829556797404,12.749691868151686,13.813643410852691,-2.7363636363636443
14,16.858743848206913,-55.414686661829776,-38.69165644454482,14.011378154637669,12.986960203217626,-2.6966365873666245
15,16.120861595853984,-59.57178435938785,-38.90811911773205,13.617606017487454,12.62851711026617,-3.933590138674991
16,19.90573624548556,-65.51680559315295,-37.83204584938791,15.965779538797413,11.879724655819828,-6.73848580441645
17,18.300743836710936,-62.487773132673254,-45.86037697504077,14.508701443929304,10.814327830188658,-8.921371326803387
18,21.90403634525658,-67.79525675657209,-50.4162419473754,14.058504655904002,10.067715827338178,-9.112436548223535
19,17.3386150179251,-69.99012087660851,-42.99606018442621,16.004382034118063,10.702156205078952,-8.838398018166835
20,16.66425074434266,-69.15139550596953,-40.0908505077501,13.699075696015981,12.592307692307692,-6.108071278826202
21,19.42399588403602,-66.79407537430936,-44.83025752091686,17.522760302168756,11.973465183354026,-6.761904761904793
22,19.02290264400102,-66.39032722707087,-41.6560618672459,17.00489576021993,12.814903846153854,-5.844044044044122
23,18.348557719001526,-62.32955472072193,-40.72414749066833,13.985035276240392,12.694980905619229,-5.192241379310249
24,21.689624999088498,-55.347375238153376,-44.1798680721667,17.362117685417793,15.465789473684191,-0.7874784110535504
25,20.275613231770475,-61.269368498022445,-41.23598415697697,19.882833158631904,15.27626339969372,-0.6636280765725164
26,21.71274992422459,-53.690886062048435,-41.3047592829314,17.46501306730967,15.580177514792904,-0.5303294746214835
27,20.486862039467397,-58.4951854077357,-43.80517874128098,19.88532654137758,14.983831521739177,-1.5401475694443958
28,24.378784462111007,-59.99112608811943,-41.83859580557139,19.28511682483716,15.416525423728803,-3.9671259842519406
29,21.108406029343698,-65.47998942479276,-47.18701600437825,19.96623834173026,12.172127968977215,-5.7844086021504975
30,23.093653663710683,-64.90132519475856,-50.16074615840839,20.623287829377425,12.55018018018013,-6.173938019652473
31,22.056041943672902,-65.73092685104324,-45.33609283684106,19.41502269547388,13.129534109816905,-5.303156836461261
32,23.874788613115985,-64.08535440357278,-51.41061000504631,19.924536821287603,14.422436670687555,-3.5392354124748486
33,25.929730849721956,-62.531825918797026,-49.42695065467776,20.078544972216793,14.946416758544608,-1.8856578947369051
34,22.82508222466043,-66.46486745080158,-46.54220478018469,23.491451578562504,15.3949425287356,-1.5780285929269597
