,ld_new_s,ld_new_i
0,36.84923502412555,0.7477473919538857
1,32.10598872105275,1.93668351739053
2,34.490709741556536,0.6067942147162464
3,36.30440906752569,0.47117865279847315
4,34.541635738250235,0.7711786527984135
5,32.99671348952098,-0.7911157804048727
6,33.43584565295751,-2.295016620242709
7,35.41630964660361,0.10461612939537979
8,32.44706854265493,1.0974347098305977
9,33.00924497217474,0.5295437854471832
10,36.59481211854993,2.3525386342180807
11,33.258339083566426,1.8428023908783713
12,20.87024232105874,-11.280444602144923
13,19.785650996276303,-18.832544885936493
14,19.190127469033186,-11.852583246319366
15,19.155935243804386,-13.00393378568354
16,19.790838077262734,-20.216386738940727
17,19.849999999999998,-14.98046149510385
18,18.14970353727021,-16.70555917872649
19,17.109394457322296,-16.304958439255543
20,18.625032497131503,-14.969376917876062
21,19.46561787658966,-15.259694624287395
22,17.86827603967152,-20.695903843723848
23,18.205392487977775,-14.035936958262067
24,19.81837115428613,-9.867226492197887
25,19.205365234373044,-12.219380068945812
26,21.269214846925987,-9.016200634054655
27,22.282762491286235,-10.370824131612839
28,23.782420067140535,-12.676287112470938
29,22.199922812519645,-18.48365188640824
30,22.311684689986336,-13.93953943574306
31,20.23297930999386,-14.444983000151737
32,20.081220350415492,-12.061200082478999
33,20.145946765842925,-12.157925296260867
34,22.53059420158798,-14.304100860731975
35,19.509538198140493,-11.056231628581658
36,31.786540936916047,-0.35427724072291245
37,33.38033277126702,0.7096177059919748
38,29.75250471289621,-5.360133322354432
39,32.954936927855584,-0.209926573457218
40,34.581658685808264,-0.8288213472015693
41,32.91915483754603,-1.3724064018507844
42,29.60779972298156,-1.9664840179976428
43,29.623080835520454,-1.7791133865697137
44,34.32678065357666,-0.42459254121698464
45,33.561216948846294,-0.36571007797462673
46,32.370157147774606,0.21308882094128379
47,30.85716707507042,0.5562416620536403
48,28.750176160251943,-1.9184526875367842
49,26.318961073648893,-2.0579701012308673
50,25.04090863759012,-1.9829505471667677
51,24.973461810448494,-7.5162928047748405
52,27.48712118862479,-4.2951933801529325
53,26.94927621835451,-4.377449471308626
54,28.071804303981956,-5.426495598850716
55,28.450066603309235,-5.065964962551025
56,27.29444786560417,-4.751474456815341
57,27.974177981821303,-2.892293003368161
58,28.4360555171681,-2.582718211327068
59,23.580303477776212,-1.3547238888603275
60,19.081924891148898,-8.80663616358343
61,18.745429834324597,-18.162503487047392
62,19.39844310203517,-8.66237272143871
63,20.378397389684068,-10.704152500126447
64,22.272159396129286,-12.621536117951177
65,21.199999999999996,-17.265156572826367
66,19.87640324697326,-13.271870873070608
67,18.41724755282881,-14.125620141199022
68,20.673766631243176,-11.505497510224677
69,18.553867319789347,-12.373829977493928
70,18.39159238871944,-10.15219384815967
71,19.365313105737883,-9.54490098662216
72,27.547219175562812,-5.3999999999999995
73,26.767954911065885,-4.825957357961693
74,29.236326143515257,-0.22948436668751793
75,28.150000000000006,-4.9970619540774734
76,26.687195485596618,-4.672026054338215
77,31.580839495961342,-5.475150678426426
78,25.75322683750765,-1.3810891881852747
79,26.081744731992703,-1.0227356990767644
80,24.959546038647574,-3.439947441586337
81,27.418283255569264,-1.852720863617762
82,30.4,-1.1999999999999922
83,28.5107101528794,-5.973079159643524
84,21.80464172514608,-12.846018797915612
85,24.207755885258422,-7.652797035533759
86,23.254697798950794,-7.903961689376528
87,22.311048457171175,-5.072397296989096
88,24.725,-5.755766296740662
89,25.355752344859404,-5.200000000000001
90,24.000000000000007,-6.199999999999995
91,28.52774843838432,-4.749999999999913
92,24.747347344048165,-8.44619178065108
93,23.494432757548093,-4.385783863394092
94,23.108696071927874,-5.703133329251478
95,22.115954765213086,-3.993496261414181
96,147.25235224674182,
97,155.74632289992314,
98,153.96989675575838,
99,145.3864806697637,
100,88.07825660881544,
101,76.25516225470142,
102,60.47695410695145,
103,84.74503010831936,
104,125.19164094639108,
105,96.54932039552793,
106,122.36600875008455,
107,139.07935475496654,
108,74.76585793224687,
109,114.97195235347175,
110,90.02256032789107,
111,113.18781579061078,
112,69.31638564364644,
113,34.28641439346251,
114,58.44432431230463,
115,56.67461008962688,
116,79.45294930056485,
117,59.110940347259344,
118,95.21684226066306,
119,128.61448126603952,
