,ld_new_s,ld_new_i
0,39.61429523166253,18.516207388495264
1,41.33711197549651,19.89748185776403
2,41.16805841310535,17.25741747614838
3,40.50664942406551,16.649495783632496
4,40.394542737638204,14.03778568879601
5,39.726675485554495,12.282647992327183
6,39.75576036825356,12.162599983158469
7,44.883679122889774,9.608052430593402
8,46.903821179126474,11.076307737298132
9,43.731537335918105,13.753379850784794
10,44.60559845370115,12.039063840053494
11,40.1406946703788,18.283826369124792
12,26.388415080813633,5.190330432826656
13,26.800000000000004,5.500000000000027
14,26.342945387010378,2.4473909751930236
15,24.564721553719824,-2.185776915671557
16,25.60362297031468,1.070102846480614
17,24.50553052187606,-0.8474749977306226
18,22.760811908473727,-3.7999999999999883
19,21.800000000000004,-1.7999999999999856
20,21.9,-1.0999999999999996
21,23.200000000000003,3.5999999999999996
22,23.400000000000002,4.5
23,24.004579081991253,2.9840201498920003
24,28.5,10.100000000000005
25,28.70000000000001,9.775000000000016
26,27.887594218485066,9.139757726187225
27,26.326279317115933,5.88928133664355
28,25.208786620260412,5.0025813117954785
29,23.56852928495271,2.1743804638518993
30,22.018632234781762,1.6246983759616
31,25.814151465006706,-0.026257523262942506
32,22.3691802416871,4.554907972598551
33,23.42360520673453,5.028261649156314
34,25.936013027169103,7.635791725519481
35,25.339405969833532,9.892190843976191
36,37.75,16.828052731129834
37,39.34881210343183,17.32784681889764
38,39.42580729731248,18.152592747558614
39,37.6,15.397646029674101
40,38.96052188940279,12.098195924792964
41,37.03163616358344,10.864386494626796
42,38.10887029457866,11.600596869499737
43,40.8180254533311,9.61914741368895
44,41.13052355056436,9.703307403827555
45,41.82040720168932,11.766652505164004
46,40.81495018493933,13.695715151055236
47,39.064328761764344,15.904765965165723
48,33.00261382310679,13.921681686874367
49,33.812795853446914,14.732403293959255
50,32.91523074755192,12.726326327975924
51,35.98167609548267,10.145886353411875
52,28.82720911339914,8.578373046799065
53,27.499999999999932,6.249156563164871
54,29.44999999999995,5.349999999999994
55,28.545887243731617,5.909911628966249
56,30.429159019158938,8.399094727684789
57,29.107751308456677,8.689151116449864
58,30.931647319012455,10.805388740147535
59,31.88629344034035,12.000000000000094
60,26.650000000000045,8.975000000000003
61,26.392504751783783,8.251297389544007
62,27.200000000000003,8.000000000000028
63,25.72854334209108,2.9661404147517167
64,25.07507918115143,4.403546007890171
65,20.838228012075156,-0.4807962929554801
66,19.508249398347832,-2.7430955647860324
67,22.670863570393273,2.2907283239635468
68,22.999999999999993,1.3105768131721174
69,22.425073387863964,2.3553925280769095
70,24.79999999999999,4.800000000000001
71,24.44229644001569,8.937248387889857
72,36.34989754779829,15.127192213514405
73,33.68679743450159,14.788788978768867
74,35.60000000000038,14.895843649560181
75,38.05750209222843,12.481367765218234
76,31.871938229325185,11.951945046533343
77,28.43061931598602,10.297481857764035
78,28.97429798649635,10.191704009433277
79,30.939324296956308,9.652571229206945
80,31.691724541769936,9.88039550072471
81,31.384128898781746,10.921271351855545
82,36.69380079183317,13.109174594639118
83,33.99179156410728,13.887943848082408
84,29.66616432526577,9.550794616036168
85,29.45206095805299,8.999999999999947
86,30.100000000000037,10.000000000000021
87,31.199999999999996,9.600000000000001
88,26.35,6.199999999999999
89,23.73669085631461,5.474558348537418
90,25.85760641086809,4.765356512198693
91,25.24825176792657,4.9549177547072905
92,28.499999999999854,6.149999999999951
93,28.300000000000036,6.700000000000038
94,26.900000000000016,4.4000000000000306
95,27.581711644556627,8.901096519909084
96,37.652831046270514,
97,32.97450876207931,
98,25.5486625410116,
99,11.901299130990278,
100,11.322439659382326,
101,11.51154704770993,
102,27.17385518251758,
103,39.49679970160207,
104,23.332543256328094,
105,26.735438532472415,
106,29.97351446285444,
107,39.4025323431962,
108,28.456614258724123,
109,59.016310331175454,
110,59.092145529935316,
111,7.111051413413885,
112,5.925876177844905,
113,11.58898010094006,
114,24.908445351690332,
115,22.389854177071992,
116,27.371996592769378,
117,16.883470151410084,
118,13.000560489912779,
119,17.53656122913543,
