,ld_new_s,ld_new_i
0,39.93617157052136,18.075517104472343
1,43.39999999999998,20.119728349004795
2,42.52111360528646,19.324288878564953
3,41.86989363499776,17.23013714006154
4,39.84311747130127,16.1913805450452
5,41.5206241634538,16.101510637543377
6,38.9823685408705,13.998724025770318
7,37.07475182754601,15.299999999999997
8,38.88564898092036,11.059847450065094
9,39.372005218210795,12.826212933974803
10,45.76961425108891,16.44958336781306
11,40.86149836855252,16.672400630572056
12,28.19999999999996,8.546799084854811
13,28.987778373352533,9.306916071291123
14,29.03644667078392,11.22700682630503
15,28.584679235395868,6.1261663657825265
16,29.338335554197474,7.879579393989161
17,29.484643487801307,5.045175736901087
18,27.494011361075337,4.902615911981862
19,26.471980067487234,3.3837266746748336
20,27.376179916346754,7.337625902478246
21,26.244670124989035,5.487101656327671
22,27.67698739186711,6.408408018866553
23,28.576942349206522,8.211584919186356
24,32.64999999999997,11.499999999999998
25,30.88485755683391,9.844165039377856
26,33.167373379080345,14.02718766952826
27,31.423735832107198,10.793600628775913
28,36.45391270379784,10.716461624046605
29,29.549929576377345,9.273779007775339
30,28.59617913902119,7.324744856529205
31,32.43283911592072,8.724864133417478
32,30.524051441483923,9.639991508348245
33,31.359196528823475,9.199176387612393
34,31.251436130475255,9.558104280498835
35,29.36965096560195,8.443125750991532
36,39.90490547578677,17.878341091534377
37,38.91806174891641,17.341883038962543
38,40.87241291190177,17.682475258352724
39,38.81419598084963,12.839573904750207
40,38.036457029198075,15.61170713038144
41,39.06890879150833,12.140846768791452
42,37.94715698674519,14.45
43,39.16139574784872,14.625
44,37.10009160023283,13.897302581691715
45,40.697579800564725,14.722052277736282
46,39.450833873080725,12.160882071958875
47,37.81884625289374,15.719937079811825
48,34.5010774671283,15.873034708766955
49,36.213579462991596,16.251322414857093
50,35.18879332380193,16.014907222502877
51,36.65464599279266,13.0458321709842
52,32.927831131936095,11.777146080774848
53,32.74999999999999,12.262197952072526
54,32.692649276347254,10.750000000000014
55,32.52500000000001,11.628249044683985
56,35.707907297732675,10.825
57,32.56991303023548,12.057142923022036
58,32.7,12.799999999999997
59,35.99999999999979,13.626708829941343
60,27.62028334166924,11.470446125450241
61,26.930588458379038,11.546387436261455
62,27.0,12.399999999999999
63,27.420665240504334,10.11124287232435
64,28.889347751569115,10.339101388015685
65,28.698786289129515,9.243152324445287
66,25.99978507668589,8.70171415280463
67,26.08667530382033,8.553942961399375
68,26.489501680157982,9.60003869868816
69,29.007628576874595,9.4537629259383
70,26.67503975331426,9.438281252450079
71,27.891979395083663,8.414938447982802
72,35.79999999999998,14.999999999999982
73,38.76333374625554,16.178425161978215
74,35.850663784942455,16.20000000000007
75,36.65910774909955,13.170445241658559
76,36.077626949350964,14.350000000000001
77,37.24498300015175,14.1316545718427
78,38.05245366663753,12.463465765559656
79,38.00724375558641,13.775949707199285
80,37.328546941219,12.599999999999998
81,39.45954824513913,10.799999999999997
82,38.45915199564281,14.391286668653393
83,37.19999999999996,14.599999999999996
84,30.7528339816224,12.164334583298174
85,32.95234762227872,13.218437905971513
86,29.90000000000002,13.70000000000002
87,30.708881333400793,11.407184986863367
88,29.130786092680786,9.160791001449422
89,29.779604661212804,11.141366715044938
90,31.092960507243724,10.98162129366283
91,30.831587618566488,8.869060854241473
92,27.62859230522383,10.137625902478248
93,30.871775854404625,10.637578516756557
94,30.819817155395995,12.861167067768106
95,31.911415899616095,12.569957510322274
96,446.9211145364517,
97,505.2562218285557,
98,505.0332143319514,
99,486.2380777005468,
100,358.80223220641244,
101,155.62075792949602,
102,58.08026884405679,
103,30.190134422028372,
104,29.56293873662636,
105,40.718139748848415,
106,116.37829914210594,
107,157.29096847169305,
108,251.00743330321495,
109,282.18146532209295,
110,378.6805999726104,
111,304.53468785712005,
112,162.3354642241375,
113,125.89632381260141,
114,18.99390392033635,
115,17.029083407473657,
116,37.30378538302498,
117,38.01381880852603,
118,57.30402498554527,
119,154.0123052945398,
